symbol,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9
AASDHPPT,349.45421998885007,626.0653866543703,640.9360351904179,986.0851816304396,557.008955614823,723.403082067042,582.9181408815731,854.714640670122,553.4776642397842,779.3663059829917
AASS,971.88477628962,608.0808394353229,1192.7981628650036,1036.747156185204,1077.0541420970758,875.2365833007868,966.3858564631033,1012.8114461839716,799.4523969044583,1029.2517638916604
AATF,808.5414429129014,862.6176517035586,950.7958993616176,809.5864627629364,857.5518960696144,1151.1905776205122,849.4166943700253,1094.4327600937274,1135.9443519918434,646.2533521001674
AATK,573.1102945616535,532.4011357148067,803.0445459476998,317.2109961026203,447.54183314050607,542.5443440987958,279.6701780277773,346.534036092407,695.6682517435122,338.94376883271843
ABAT,249.71632470410069,145.35675784701655,140.35104904069232,137.76490466553096,132.3316614250988,107.43415666904542,193.05381166853542,122.91398789565251,127.3735412525779,121.95497000930504
ABCA1,653.7097763076765,415.88680298054874,956.7770881861136,674.0314513501098,911.4140362205418,1409.8465072093486,1018.0567516566681,672.5698528680595,1262.6454181435242,680.8152851956064
ABCA2,392.2837383238992,155.4960471150131,331.9637861183139,248.2061113084882,351.1761137482705,223.45175584612545,323.90638477956765,271.61124737265413,315.1080791023261,218.39683884505482
ABCA3,684.9382914715655,706.8223395968564,404.4907329521376,633.1912290426577,393.264762118492,679.8968490113101,546.9133927855758,374.8307652978986,730.6164187285306,739.5556364691487
ABCA4,181.08453480378336,259.56335101688643,222.3771214436334,104.17616907454466,313.8551387739993,222.76370365644516,218.65010411216025,259.9046288648735,88.97762785114053,106.16197468923613
ABCA5,1095.9649749417047,687.3086066627466,909.7142859959383,806.0723484386621,487.9070197339845,855.8267476168934,699.8627242946194,898.893084607207,600.8297810445405,695.4567607700609
ABCA6,498.7123908872969,389.56464788099225,369.9500193354852,424.7612465219279,624.3071489872095,307.45878432529094,364.4925024386448,464.2657257935682,477.2131739128618,256.1372275700035
ABCA7,1496.955817167396,1513.613652871464,847.574281317389,914.1837909433598,877.4406831175302,1194.650534141614,1639.6610550586038,641.3303130705934,1077.0908014996016,1579.558397715465
ABCA8,717.6209710705964,561.5438575781083,415.25322471028693,288.9479093989712,291.1491855152803,596.3734960050537,403.9232135465882,462.8791024806249,478.7007549105618,501.9550702660296
ABCA9,354.9947270447013,394.59107703223606,304.55661753400824,541.8899339945692,617.6807491024877,516.7618659885575,568.6487054377386,746.2651552582386,532.6421192334616,542.2399277116731
ABCA10,914.2230930943192,441.8626548330955,493.108187992433,666.4580429325893,478.419983526939,769.5514622631867,513.4870496237543,631.7787826965016,438.4780525307225,365.4970761373174
ABCA12,201.39513112390944,131.61649713213095,321.5846106959392,225.87974629267268,341.6136051194913,261.74888083267336,321.86192720928756,329.9584692836522,244.327342676797,265.54660244239653
ABCA13,607.1328086953822,399.1342171981409,275.40808176190575,251.89206042116922,270.76762584538926,314.8367855841735,220.57811782827582,278.40970361593264,374.3161677229608,271.78185400970426
ABCB1,945.8015107478941,1573.7390891082994,1137.1369870447595,1731.767570282241,918.1636460032263,1244.254759158166,1104.4921167402874,913.617253023006,988.3068589713276,1446.0042410295646
ABCB4,73.72214993945602,64.93818537541884,51.11836861619895,48.16073937011488,48.37210465812692,46.37451801955686,49.74310942003749,62.02263340537058,65.1917442741288,49.20089843670725
ABCB5,678.4951931187578,958.0035087198406,975.846707716672,590.8853437685276,1252.6764739536104,996.4622750951501,997.0745474835652,1305.594413146732,596.0790601012844,617.5934440975619
ABCB6,488.24886544565254,264.05028486480376,440.0652883470479,635.4678415548066,307.6618174149612,633.4854212449234,488.02598764630477,397.05723491897044,381.64671916892183,482.3400997399303
ABCB7,677.4252298296435,1048.8803512343804,691.5367448872609,676.0610131909059,492.40346026867377,836.694184272908,743.1651226010295,1029.9622835690177,794.283321744912,823.4378932261911
ABCB8,680.8830286239548,1110.684437567592,842.9736881512483,672.8616919385627,548.1508620974292,713.6500292302165,499.85045857143444,911.2059972261966,680.6004964672486,552.9430845288013
ABCB9,228.63851659748875,407.39591993174963,320.4016798629058,303.7425316469715,388.7619506403733,397.26670601125613,327.9264027093426,239.22989090219312,329.5679246263443,196.88424733682493
ABCB10,406.99016920853086,369.0365731889644,443.47080239021625,307.0776404598639,325.7440020221191,323.613378433755,486.44851161281537,523.3379951443269,401.47721532893405,315.2454304445197
ABCB11,684.0803298731017,735.0025665958736,804.7267372489544,810.1536523881723,796.1744100305315,726.8378587733633,1025.489536406342,889.1048663006155,605.2680768875338,557.3171812012929
ABCC1,448.3504212018424,388.60631887868186,298.48959616018936,409.9818971097353,483.08354294374976,312.5363287575429,340.2571607680648,500.27117037668165,758.4991665286118,587.1304144825415
ABCC2,18.412755304300582,12.814890669808669,22.553504917397213,27.099853418640517,21.716711469484576,12.410091318226524,20.9516265819957,31.36771564623181,35.837540255766804,19.56574401949969
ABCC3,721.1859999962508,741.5175234337794,488.2327693484652,521.0181918707203,795.290117968827,483.01743129808426,627.8420710203317,665.7676688149686,483.45570516389927,364.14216983448523
ABCC4,912.175167726994,943.5453907880175,720.5266688548254,958.9729858992702,434.0834800116363,860.8277165348504,638.0831539310196,1106.9730929091913,950.2023354825635,847.2650749044991
ABCC5,28.951591810545626,23.918685836965675,26.964244683596352,20.39344809587114,18.29017278754196,29.532303480077584,31.171838890160018,24.45532883221438,17.98248180758607,33.724905910487315
ABCC6,337.61266219904377,339.98985871859713,369.6121214874808,328.8933293430746,429.126211496579,445.8943654349025,446.79374793252555,640.2809928781019,450.8124737081322,364.78443744271317
ABCC8,369.0158840538743,311.7661054082985,370.1171514023029,353.76258636637095,368.78869760070694,314.085570670243,258.67582661558276,655.3108548908392,339.023761962326,308.13258299882057
ABCC9,987.7996684882912,1531.6630703543751,886.8316572586995,1507.8658987408435,618.6405107039436,757.3895485051547,947.5094406025486,848.6685062842554,1666.76295782829,915.7942877270322
ABCC10,732.2389890814425,823.2612551827972,392.29135677015154,671.804190034196,618.0158134631664,904.7301071585478,922.2333442598614,551.281119904333,632.950908821899,704.870400956601
ABCC11,632.5223165248543,521.4480846422507,994.6719669131862,694.867740240267,435.5390697674054,510.6255911546862,468.520415727386,891.7780390414953,976.697456721357,725.2705975027768
ABCC12,221.3262052246699,314.4660973391893,457.4173119554914,382.76984580399403,402.07917597935716,304.7132660119043,286.57377189703743,590.0982580923838,477.40732345737155,348.60025020594867
ABCD1,1470.848186534058,1281.432678224644,1486.9063993695245,928.1414324238895,1429.5467878949912,708.8158041226193,1039.1369003025384,1501.8883603798386,987.8811749983386,703.6099804490105
ABCD2,101.80473854439073,70.3309971304354,83.63203113964319,87.52499008647546,129.51171489913372,133.32238629524002,76.53733460272981,118.87977172101635,69.5560789100645,95.1594332965165
ABCD3,127.3841559845266,113.87840121807271,72.24013177710268,115.84348071805218,103.04995097392874,137.33428398293196,145.9558606667408,142.44671579863427,117.86134576701512,90.69762207691588
ABCD4,347.6587348890486,199.29756178509416,286.3428021410858,232.61859865302736,229.54644995268794,198.3596787848792,213.35686678953957,297.71575650822774,224.78571633140547,170.08418519585726
ABCE1,18.37236267900033,23.829792819962634,16.870594925682266,20.01892003190834,18.885550888133928,13.72635413995191,11.571081309768886,31.54609530269706,24.999746031149254,22.63243462877227
ABCF1,307.41849805402666,263.4761434017454,283.6058916965534,200.70399228518767,284.7756766903181,475.03465430902986,173.50694658877742,410.7814595616755,188.6061781774003,203.2424099106086
ABCF2,737.9590206933511,943.0647249738471,968.6020650773179,810.9884192133235,700.2523697452572,1370.4637019479387,478.7088870379558,752.1391636180415,1058.903383276759,688.7614152955697
ABCF3,814.0926672171008,833.8660869583598,1194.598192392448,670.2428693497075,839.1289350895482,1072.6160200969368,1467.0526489058536,682.4347205117984,1508.2896433861454,655.3461664704275
ABCG1,602.2880293361354,600.4863143049929,462.9668115662715,527.7586877693211,781.5262977096811,614.6053919298055,270.2563998177116,608.3279730167197,476.053546220933,493.38311323557366
ABCG2,482.971498376661,719.8203676261257,470.5056680871499,834.8425879112032,802.0494535478938,659.0649701393932,424.28136781884785,440.0454365012284,664.4589496462448,417.8219358664056
ABCG4,569.2910990364769,838.6957084181198,829.435371654573,1176.8953790671737,1015.8774596592735,1469.7653333757853,697.1837906069021,963.4403242421497,878.7898547184124,518.5483039864483
ABCG5,50.85404021126219,57.05381115190872,48.529611312539366,55.65566283321301,25.472843132904014,51.111539868083526,59.75558999862547,45.371030305686794,70.30782003536557,43.15943126997207
ABCG8,1103.55963475604,1313.8692922548607,1015.2769483242375,1369.9114159172452,1084.5480791875998,988.3229305567208,1012.0153790848162,1421.1901958784713,810.0659340281292,1129.3944650993828
ABHD1,416.39562096781657,473.22172722328696,480.4071832757943,489.5053933306673,354.1000466009978,256.79653537565986,536.7081327231535,286.6433730632406,508.20916360999286,342.0662914734098
ABHD2,116.3932923004157,191.31567740813375,202.88310331638598,136.58981962728694,149.55380643840238,130.35758633969488,185.58327160870175,220.2693199848833,152.9144508232112,116.9574134160896
ABHD3,776.8416253700601,675.3448615917828,356.4445194905945,559.8994484809216,727.266578974674,680.525294863901,426.4723679877968,803.598816815339,350.1017495036909,575.2804023865151
ABHD4,218.65463690213235,286.5231237039944,258.22059501775163,256.60590034715193,201.19661716290406,129.2188130722774,247.37885860771163,238.66237648711484,223.94814865249324,348.86568811683094
ABHD5,271.12187151217375,453.2230530171178,471.5498982293916,507.30103135262516,347.83765928927176,460.13207600003483,343.8857102642688,473.4962463587028,422.3409118019919,231.49209760598686
ABHD6,541.2212699501943,611.2318257262189,645.4962947324431,752.0651464092468,939.5588191381723,932.2079062220861,1124.6830997374184,1015.9386011048815,1081.0831630206442,675.0919634479003
ABHD8,763.0051560930767,822.6158573715762,787.8312783905532,790.5637782975047,1038.7084034054972,1123.4024215414317,640.0803840994573,660.3034696393892,513.5676223936316,637.9758327682825
ABHD10,848.5607318627216,537.1149013973804,848.8573733217702,758.6145868511221,601.6761871827099,806.131956374729,963.8434385401202,795.3980170551805,978.663711745,641.3806056756813
ABHD11,739.9055032921237,834.60448316666,1124.4174776173186,788.8586714983695,675.4393138324651,469.717804613842,834.2932222557688,588.7070035359861,632.7174130275826,1258.574188257621
ABHD12,259.73497727063557,364.5758677601525,377.1501427164105,269.01685375137896,323.7796335930124,471.0434833658161,276.2525694247098,245.0967598440655,345.50352053791727,337.6466767149072
ABHD12B,534.0645423420609,499.72854592757454,453.3268233028379,313.6829694394383,651.9485207851403,502.7164586913337,566.2282222355286,431.7359972246378,607.7043609428189,557.7833076482724
ABHD13,64.86476042433696,38.84002501460258,62.56350419934873,42.03989742819295,55.79311257134355,69.81934618630362,61.29740263925753,38.97699011810282,44.962345689637736,96.05390402315362
ABHD14A,184.4772646137528,186.5442793935158,167.8365843459922,177.6623738533139,105.83579366990553,251.58522287155932,195.11772488954688,123.14305563289065,239.032478515207,144.60897936156223
ABHD14B,749.9489128214312,893.215217328887,560.0283655069262,661.4440960917237,1266.0774066512226,884.8525442074312,542.9953105363754,1086.39288211478,920.4345922680885,1208.0297931610824
ABHD15,735.9754486531134,744.4897466160007,519.8123913221219,486.78100608821757,854.7419483660814,539.8438909415537,881.570533705991,681.2608522131239,459.7820220376831,1025.6169645940047
ABHD16A,331.5377472672106,522.303648228266,313.71202692890745,393.7158542086162,597.4669725626343,663.6795551478431,603.7458343235701,614.3989559151959,427.7242531615554,614.4396004832558
ABHD16B,530.1436534312444,498.08878428438373,355.16100172554525,692.2995322528775,534.2234178917563,329.0097232927405,371.6948604169838,697.9917837822809,644.4891959465994,564.2548235264904
ABHD17A,538.4339552631741,953.8277621298288,1375.2259170637642,1009.7247897660008,492.6862510563935,924.5825358232313,1253.0860206687403,1152.9821048751462,651.7857729296325,1447.5330943806193
ABHD17B,953.8359999202312,1194.7075914469137,1413.4961007251595,1670.187648348958,1256.8827912496508,1093.0457376347056,1143.757477163514,866.9679883169655,1108.3777031895436,1244.562129743635
ABHD17C,716.8588105429664,637.2115631764977,747.1834505075728,775.388328031385,839.9656562209941,336.0908580206275,649.8198479787197,316.5245426058499,646.7450347954498,623.3092640687586
ABHD18,694.2910815081492,1285.7947952279144,1320.3268465458964,1158.2173813760865,644.9712816949586,403.62727713433617,551.6906977625482,951.3372483833126,445.68443861769845,691.7121189551068
ABI1,259.30165096581555,135.86100592734877,166.40747816216762,219.400534490465,221.83888171134527,166.0845200273437,148.82187781549916,175.4337701799169,186.79120463260503,168.003452252664
ABI2,245.2780640388938,326.91867574936913,375.07698636928785,246.30570458310666,384.2918987369282,421.89669255569606,326.62571775550964,423.5421097828267,314.3969136817765,502.9791073980498
ABI3,279.70339684202145,351.3567985010222,208.2262460209268,263.4491322614599,252.42099317406905,204.3455347670529,150.48904350781524,171.57055568430962,225.55321448738258,338.3676573786897
ABI3BP,74.64367953435374,58.41898796587859,76.86154498374337,90.63318367509366,67.88396806115745,64.79495186256881,82.41052844193297,61.95035786611625,79.48039005805002,44.70048638616366
ABITRAM,798.1476856271199,645.1211157476604,697.7375518432194,879.7403667352363,1176.3135873126819,640.158949364674,919.7621347169897,916.3418589939254,653.145956662194,1177.5028456724513
ABL1,804.2664665046859,1002.6064811205256,959.6675172011975,532.8955628571953,1132.3493382413085,834.6853781290791,1393.7551758903164,1161.05558728208,863.1647534621055,901.4253679743731
ABL2,687.2864995925711,824.5443842427793,775.3480027534654,1231.445828156632,1069.0714555077825,1340.7799191919885,1566.3217667973668,1438.5403086934934,789.5975147415623,628.5348308372922
ABLIM1,632.3272419796683,535.4100383915261,482.8261423011891,854.0842684885475,1014.5071901146009,812.5237430238103,526.7815639976566,389.9168772083075,723.18403894187,778.5676059001395
ABLIM2,222.20376989699682,173.51250288139747,99.16460757933984,127.32263218401836,312.7418303210784,242.72504384528395,207.9546699478625,136.16601361497172,314.7097482120357,239.40839277670267
ABLIM3,112.95967519137906,211.09257750559945,121.26129943888783,225.04482383702387,165.64774172535533,129.438083948997,234.59994155478157,128.63989245880157,126.56182573997127,195.13636188867454
ABO,486.00112362652584,741.1223666600303,495.50275644818123,462.32479787831085,766.0176024817013,416.5147026070195,369.20215169380845,520.2289441592571,708.1700718271056,531.8492761804155
ABR,541.6830286662848,394.0886003220807,264.25739011676166,324.6608268936371,324.77725763572147,383.3971720777779,494.41573364594035,560.9228305314801,378.2197932816502,456.9564402205514
ABRA,427.02426603504153,687.9649001670055,469.1365028210776,317.50044011807836,821.7829425967944,579.6137606307996,487.358946402724,530.3988200847127,345.612727924312,487.45943955258315
ABRACL,555.2205054571047,1006.7961568918646,988.7748940086879,944.7680801516493,1807.9600424049809,1375.24751649591,864.1093685271752,1071.8524197629974,1425.9892229845248,1176.1939886434195
ABRAXAS1,1002.7951952904925,1118.6167701544475,1177.1896625557915,1150.1743752591922,1153.5405130839324,581.8006954628773,1056.4469603753619,845.3241502132154,878.2564184782268,1050.1468889606517
ABRAXAS2,223.27338245562896,153.6150255271507,280.28849667467586,157.747259680311,226.256750786676,222.50124503510546,136.7865546570788,225.49636888939958,148.40888143058575,142.10234348921534
ABT1,511.8461867941015,1047.9154286975254,764.0022025931523,685.0128259099823,867.4699396643621,702.3809129485377,841.8009896048728,836.5910933218712,617.1814535036046,760.3141549564664
ABTB1,1128.0453427327843,1131.9576299343096,888.2057323846627,652.2372508366594,593.7013634637225,900.4998452206029,1110.4028218846072,1217.6194842929021,740.1501067379927,524.1657231814144
ABTB2,276.9643188403043,259.97302386175636,341.19253115132625,366.6566071939144,245.97129953738036,381.02814006081474,296.65528092783023,191.39208945107845,253.2862880949773,330.4184322675337
ABTB3,657.2567620074999,912.9032567882928,554.0157419202371,606.5270813695878,576.3868339230402,341.30025024049735,351.50326870044444,486.32340233104367,502.2328655778085,485.85789372931606
ACAA1,908.1927085115509,1369.722577511589,907.8970204254214,1021.4162909394166,601.904717668068,479.224656552701,654.8754160082929,566.9321753987338,1335.0535828232282,1459.3003938737158
ACAA2,436.9888281706203,486.8597832528319,770.1144253590003,633.0843377671441,357.8496531140521,602.2352599523239,364.3269694168468,511.7073780644545,607.6924693634091,613.5348513153548
ACACA,98.9103903268478,85.15440883134487,110.44292120802888,80.88036981546172,137.80197182145162,72.16680053353413,67.25276095666976,51.315667445878724,74.02443606231085,67.78299142903994
ACACB,748.3374972476829,1189.2815760363674,862.8950560857784,1431.9644036336663,554.3966098195637,768.9516442547657,1213.6281673336314,1163.7316727924576,1480.8713499973317,1629.0862300050549
ACAD8,963.9681305807788,1163.1836070621193,808.0010660988414,653.2269451417637,1194.4101519858034,988.7243598437872,917.2053400797889,600.6589560252605,562.9684352099842,910.3321348803678
ACAD9,411.68562264376607,384.58683031829304,401.32636423745436,433.21964974749295,475.31928152294057,643.0711384256759,396.07792792819356,383.1161577502134,607.7429109958217,343.81759424877083
ACAD10,383.2061685917641,230.61896478681723,366.32536869528457,362.2417764305085,360.972921569405,403.37662466525876,289.8713570154365,300.44917897659883,578.9419913259719,606.0764358960458
ACAD11,239.21504882321216,178.65696155845632,181.42963674503756,180.3298439663034,240.0200963766725,117.3780274174984,250.53197932521888,153.06764516727984,113.63324172008585,174.5893774905147
ACADL,577.4788106875641,322.4469589843532,660.4335028498454,543.1741784370511,993.9092479379333,864.4065734361778,539.8709394903098,686.9993216829861,610.7515513653012,688.2685539675697
ACADM,857.5410413410976,1005.560024923257,732.5193623651717,980.7259715281191,716.0989288371676,740.3307160952423,953.9319350076257,1310.8616850187975,1093.2187429769003,596.2535008893454
ACADS,510.9296077871446,549.342997283685,475.3344162045842,448.78216038786803,337.45919621732946,438.4271546501463,631.0477374225017,424.8767379665186,360.8190985609053,309.7533891146462
ACADSB,99.95012170402967,291.09460524816365,281.6992846323516,161.6472263402298,162.67868851183275,148.22005843230778,164.66499171304247,171.01499203358773,163.25219853089956,185.0687425481444
ACADVL,1017.8239485880499,820.0737404606668,1094.440543709153,734.8340369748154,1665.6707829543475,1497.9257342835176,1454.1504533721609,1396.2495851993629,1111.4559937983238,1007.0154962567598
ACAN,711.5190746085541,907.3008355122955,615.3395814017153,794.907543950968,989.4292211616014,994.5405409133913,618.7263729156726,973.0479786686963,816.0736785575559,540.8530527482181
ACAP1,664.2164943014714,404.9295913303277,852.4366422181329,645.5272626570825,702.208358492853,866.172067545329,510.03254309463847,532.2517163921151,1286.2717212046787,586.0387151169441
ACAP2,497.61304538667474,450.36436133205694,387.18389323999315,344.0409316804983,311.96722392604215,455.19980909434634,443.46679036862736,396.0355563519008,414.2253496596777,419.80901258234286
ACAP3,812.5996512460472,625.485828346921,590.0768340559343,566.8764453634914,642.590513982369,761.6487041695771,887.9556286360668,604.063728614638,632.6070469420382,414.6638106225242
ACAT1,478.74950906664986,571.9515270644287,450.4125819486687,410.77725063481995,389.5049630525085,473.79032545329795,435.90365305898285,349.41874583933077,416.89338086949977,425.42514596772355
ACAT2,50.5157767363324,38.34204373133959,50.90200292628613,35.7016050664151,37.438122051645315,50.43590181679159,56.27370075238139,42.1279113017707,53.402837046645104,32.09392443266699
ACBD3,161.33093593053505,201.23027808835315,238.54484850320517,158.3130865280241,160.04610246160868,145.0996400252242,158.96819323529098,216.34335797326457,202.20494147380901,148.4285695325551
ACBD4,1013.6620773695809,469.4180864462205,891.2902036511138,649.1806744091316,612.4186871269002,455.3536745939678,593.9916149798746,1018.6043646662456,1230.4786861572506,510.12425206787884
ACBD5,569.1721237816462,546.9036516976493,409.09635368063863,386.28595320473636,413.55535076359615,363.85736434381647,562.1555745525744,386.7733122911701,427.0964654112974,257.2524880191176
ACBD6,582.958892082722,844.3051580847266,850.5408019057129,1031.3458975049166,554.5290865037365,516.6970463809934,650.0517965304003,727.0572961000148,656.917661011987,804.1526477308172
ACBD7,366.8804417686643,482.91548907955195,572.2587161092715,455.8861527764306,551.5645678000536,680.0020500445069,380.5225705271601,386.3931562993314,491.1813486144433,424.183033228535
ACCS,1215.1250215755542,491.31715528646265,1044.2600581085699,484.61053899922786,981.0836324211389,899.0241122743469,1528.4174186378546,1221.6082281215631,1275.091864920732,746.7822559533105
ACCSL,766.4057007337564,601.9661213925776,586.5630388054212,765.2656968235009,759.6671946038107,417.0324425909843,825.9590376353829,528.438557795091,1145.3783751990607,601.1529469134449
ACD,278.3902537428524,172.82408744982476,161.2241207598019,327.9248790502937,247.47048038010558,360.6862933619727,348.4642451148016,314.9035008363523,403.54895563182197,421.2827538940052
ACE,114.26334592290391,159.08066581224844,132.0051662726175,120.25995786575253,160.49487621291772,125.90208855606102,242.17436584600065,156.8524569453432,184.8847846251278,150.85820140134967
ACE2,238.05808028975488,245.22124110933228,369.9460710903074,299.15133987451674,304.29328875497185,274.35898645518955,234.99972018786886,405.28711056446616,183.6727661135112,417.0572497626065
ACER1,715.5574469902318,388.80130013476196,462.12999197060697,510.50656310250366,562.2375196544283,572.0735403524301,688.0392073918812,822.5514136818857,489.53706365816737,594.4038637082507
ACER2,150.60396672805828,286.49872835327216,197.29990714810177,220.37392791679963,174.4714420668468,128.8037837954734,267.75322410896024,260.86098578578515,188.02716247380283,295.6971647268945
ACER3,291.56874063509696,121.14946207930693,133.53072777948756,240.49016083341257,164.2627681097378,184.99542632841968,253.10218345073486,156.66587820624702,121.2579190153942,267.9157744591818
ACHE,559.2281371249431,515.6656256857643,527.2133939842549,468.7625867269691,466.17351076574164,529.0569740190787,576.7540469717425,561.7899725657285,564.5988536874625,726.5177630420212
ACIN1,414.7592389751087,329.4814248153897,421.3472349272502,419.4890351325197,535.4876318740359,470.7390754757984,531.564224164128,416.8929804576107,515.4964610107553,394.7639764083064
ACKR1,206.23114526587239,319.23250070117064,317.31831487193244,365.5218860110553,227.1131195202363,223.24571235780138,318.72662922773503,183.08198827927077,188.3362200683257,223.43386305468684
ACKR2,1030.1126847913406,694.3633560390488,846.4794689281414,751.2465899119445,425.63885337457026,809.837013763793,690.1150665452168,810.3498873214236,1086.3014866378996,827.0861484469582
ACKR3,245.38101726358562,152.3739914989435,399.7481972622151,303.21785872303616,170.97432739816338,281.9875333305792,322.64516413209253,366.3829116021558,309.9978627001955,197.2945953008067
ACKR4,560.9948031379591,766.2180663888839,928.3485360883705,564.1575385817662,797.7440394594305,495.164247195978,549.4114495690887,481.46045561184184,535.6465090103302,640.6475918962058
ACLY,597.2607573098003,423.2846291841839,465.2889668948099,471.00084511544577,508.9186893685605,745.9984723437213,451.55224989376757,544.9779624509135,721.412184688859,365.91028695059043
ACMSD,569.4976904197022,1089.9644346173002,1314.5469220572818,560.8484863699267,933.637252186728,987.1992058332573,855.8751191669986,1054.0529734109632,734.5905041224055,821.709536998676
ACO1,1018.0748126397473,588.6930205132294,689.3917031889184,498.1902644614549,794.4938173221458,537.6170818744292,718.6197194783246,614.7771934133154,397.42116745641755,806.9089020473202
ACO2,142.89117163344596,111.04314905033105,87.99185702707695,102.62919669213849,94.25885970340664,188.5794325765214,170.31866387040262,117.08335004079804,109.17622495249034,134.58002185226994
ACOD1,388.0763739574566,271.5168679105067,411.398924868609,419.905335840895,449.563211055549,270.67351519579955,257.35428666398377,286.9589000277614,380.7111016064675,430.8338056174335
ACOT1,12.899611947519576,12.53470880077199,11.322779433149735,12.728020768035556,7.277536740853277,18.37579159168068,8.256787950770184,9.74781268238898,10.236283299210008,18.541888805659454
